doc_id,screen_name,party,message
105,senbennetco,Democrat,"The immigrant story is the American story. Anyone who tells you otherwise skipped history class. They missed the lesson on what truly makes America great. You make America great.  If and when you need help, look around you. Even amidst the hate, you have a community of support.  In the meantime, double-check your math and reread your essays. Work hard in class and in your communities. You have no idea what the future will bring, but if you're prepared for it, you will accomplish all that you want.   Know that as you stand up to succeed in the face of this bigotry, I'll be standing with you.  Read the full letter on Mic & Navigating Trump's America."
106,CongressmanNadler,Democrat,Great discussion @nyusteinhardt for @GRAMMYAdvocacy day.  #FairPlayFairPay.  TY @billsimsjr1 for performing and @judytint for organizing. https://t.co/CJZwzKVLgP
107,RepJackyRosen,Democrat,"As one of the few Members of Congress with a background in computer programming, I can tell you that the first thing to protecting vulnerable and sensitive data is making sure it remains private. I took to the House floor today and introduced the #RestoringAmericanPrivacyAct, which would reverse the Congressional resolution signed by President Trump allowing internet providers to sell their customers’ personal information without their knowledge or consent to the highest bidder. The American people’s internet browsing history, personal health records, financial information, and location data is NOT for sale."
108,RepBonnie,Democrat,I hope you're enjoying your #Sunday. ������ . ������ @njspots
109,SenatorHeidiHeitkamp,Democrat,Working for North Dakota in the U.S. Senate
110,RepLujanGrisham,Democrat,"Please join my office in celebrating LGBTQ History Month tonight with the UNM LGBTQ Resource Center Resource Center, SAGE Albuquerque, and the Transgender Resource Center of New Mexico."
111,repdonbeyer,Democrat,What was Jeff Sessions' part in this? He claimed to have recused himself entirely from the #TrumpRussia investigation. Reporting suggests he was involved in the Comey firing and may be in hiring his replacement. I've said it before: he should resign.
112,RepBillFlores,Republican,I am about to call in to NewsTalk 1620 WTAW to give a Washington update. Tune in or listen online.
113,joecourtney,Democrat,Please take a moment to watch my statement on the effort to repeal the Affordable Care Act today in the House of Representatives.
114,SenatorKaine,Democrat,"Swung by the Library of Congress to say hi to government students from Liberty University and former Virginia Congressman Robert Hurt today, then welcomed students from William & Mary to my office. Always great to have a chance to speak with young leaders about what they are working on and where they want to take their careers."
115,CongressmanSethMoulton,Democrat,Open Enrollment starts TODAY. Don't wait until the last minute. Visit healthcare.gov or https://www.mahealthconnector.org and #GetCovered!
116,CongressmanMarino,Republican,"Congratulations to our PA-10 Congressional Art Competition winner Samia Campbell of Williamsport.  Her piece, “Alisha,” will be displayed in the U.S. Capitol for one year and she was honored today during an awards ceremony the U.S. Capitol Visitor Center in Washington."
117,RepCarolynMaloney,Democrat,If the House GOP bill is passed it'll be the biggest heist in NY history. In NY12 it will hike taxes an average of $1500/year for the average family. I’m proud to stand with my NY Dem colleagues to get the truth out about the #GOPTaxScam & fight for #ABetterDeal for New Yorkers and the middle class across the country. https://www.politico.com/states/new-york/albany/story/2017/11/12/top-new-york-democrats-rally-to-fight-gop-tax-plan-115637
118,RepJimCosta,Democrat,"Spread the Word:   There are only 5 days left to sign up for a health care plan that starts January 1st through Covered California.  To sign up, go to: https://www.coveredca.com/apply.  For free help understanding your health care options, go to: http://www.coveredca.com/find-help/.  #ACA #ProtectOurCare #GetCovered #OpenEnrollment"
119,RepDeSantis,Republican,"Florida is critical to America’s space program. The only people ever to walk on the moon launched from Florida, and, eventually, the first humans to set foot on Mars will take off from Pad 39B at Kennedy Space Center.  President Donald Trump has done both NASA and Florida a favor by nominating Oklahoma Congressman Jim Bridenstine to be the next NASA administrator. Jim is a strong leader who is the right choice to lead what I hope will be a reinvigorated space program."
120,SenatorMikeRounds,Republican,"Agriculture is South Dakota’s number one industry, with nearly 3.85 million head of cattle. I am pleased with the administration’s announcement and am glad we are now able to export our high-quality beef to China. Opening up this new, lucrative market will create substantial opportunities for South Dakota ranchers and bring a much-needed boost to the ag economy."
