username,text
BernieSanders,"“Bernie is extremely genuine. He’s consistent. He’s powerful, not because of who he is as one person, but because of the way he invigorates people and excites them, and brings together this movement.” -@emrata"
realDonaldTrump,Any answers Nancy?
realDonaldTrump,""
BernieSanders,"Today, I visited the towns of Warren, Rochester, and Bristol."
realDonaldTrump,"On Tuesday, I visited with the incredible men & women of @ICEgov &amp; @DHSgov Border Patrol in Yuma, AZ. Thank you. We respect &amp; cherish you!"
realDonaldTrump,REST IN PEACE BILLY GRAHAM!
BernieSanders,We are not going to let Donald Trump and right-wing Republicans destroy the American labor movement.
realDonaldTrump,""
realDonaldTrump,"A recent Emerson College ePoll said that most Americans, especially Hispanics, feel that they are better off under President Trump than they were under President Obama."
realDonaldTrump,""
BernieSanders,"Trump wants to divide us up by the color of our skin, our country of origin, our gender, our religion and our sexual orientation. We are going to do exactly the opposite. We are going to bring our people together for an unprecedented grassroots effort."
BernieSanders,"On this day last year, the Supreme Court breathed life into the words engraved in the building’s marble pediment: ‘Equal Justice under Law.’"
BernieSanders,"""""""""Bernie Sanders Scores Big Win; Breaks Major Fundraising Record"""""""" http://bernie.to/BigWin"
BernieSanders,"Check out the Bernie 2016 app on your Apple TV, available now!"
BernieSanders,Haim Saban is used to buying elections for his candidates. He and other billionaires oppose our campaign because they know they can't buy us. We don't want their money.
BernieSanders,"We are closing in on an incredible 5 million donations before our end-of-quarter deadline. This is the movement that scares Trump. Join our town hall from Winterset, Iowa and chip in at http://berniesanders.com"
BernieSanders,"While Republican leaders go on and on about """"""""voter fraud,"""""""" what we really have is a crisis of voter suppression. Our administration will do everything possible to make it easier to vote. That includes restoring the Voting Rights Act and enacting automatic voter registration."
realDonaldTrump,"Today, I signed the Global War on Terrorism War Memorial Act (#HR873.) The bill authorizes....cont https://www.facebook.com/DonaldTrump/posts/10159689109710725"
BernieSanders,"Si ocurre una redada de ICE, independientemente de su estado migratorio, sepa que tiene derechos. Por favor, comparta y vea aquí para más información: https://www.aclu.org/know-your-rights/derechos-de-los-inmigrantes"
realDonaldTrump,Will be making a decision soon on the appointment of new Chief Economic Advisor. Many people wanting the job - will choose wisely!
BernieSanders,Norwegian Air International's attempt to undermine international labor laws is unacceptable. #DenyNAI https://berniesanders.com/issues/preventing-global-race-bottom-airline-industry
realDonaldTrump,"We are fighting hard for Merit Based immigration, no more Democrat Lottery Systems. We must get MUCH tougher (and smarter). @foxandfriends"
realDonaldTrump,"Many people are saying that the Mainstream Media will have a very hard time restoring credibility because of the way they have treated me over the past 3 years (including the election lead-up), as highlighted by the disgraceful Buzzfeed story & the even more disgraceful coverage!"
BernieSanders,"The Iowa caucuses are tonight, and we need Iowans to finish the political revolution we started. Find your caucus location: http://berniesanders.com/iowa Call or text our hotline in English and Spanish: (515) 400-4924 Get help: Email info@berniesanders.com or DM on Twitter"
realDonaldTrump,"WOW, this is big stuff!"
BernieSanders,"Every man, woman and child in our country should be able to access quality care regardless of their income."
BernieSanders,"Recibo con honor el apoyo de @ElTrueque, revista Latina de Iowa. Con su respaldo llevaremos a más Latinos al caucus. http://www.truequemagazine.pressia.org/index.php/articulos/noticias/152-respaldo-a-bernie-sanders"
realDonaldTrump,Thank you @Theresa_May!
BernieSanders,We will not be terrorized or live in fear. #BernieInTheCLE
BernieSanders,Our Women's Weekend of Action in California is coming up! Host a canvass in your neighborhood: http://bernie.to/CreateCanvass #CAWomenForBernie
BernieSanders,"It is absolutely barbaric that """"""""medical debt"""""""" even exists in the richest country on Earth. We're going to eliminate all of it."
realDonaldTrump,"Wisconsin, get out and vote NOW for Justice Daniel Kelly. Protect your 2nd Amendment!"
realDonaldTrump,"TOGETHER, WE WILL PREVAIL!"
realDonaldTrump,Heads of countries are calling wanting to know why Senator Schumer is not approving their otherwise approved Ambassadors!? Likewise in Government lawyers and others are being delayed at a record pace! 360 great and hardworking people are waiting for approval from....
realDonaldTrump,The Democrats are turning down services and security for citizens in favor of services and security for non-citizens. Not good!
realDonaldTrump,The United States has an $800 Billion Dollar Yearly Trade Deficit because of our “very stupid” trade deals and policies. Our jobs and wealth are being given to other countries that have taken advantage of us for years. They laugh at what fools our leaders have been. No more!
realDonaldTrump,"There was NO DEAL made with Turkey for the release and return of Pastor Andrew Brunson. I don’t make deals for hostages. There was, however, great appreciation on behalf of the United States, which will lead to good, perhaps great, relations between the United States & Turkey!"
realDonaldTrump,"....I have just been notified that some European Nations are now willing, for the first time, to take the ISIS Fighters that came from their nations. This is good news, but should have been done after WE captured them. Anyway, big progress being made!!!!"
BernieSanders,Smart policy is for the United States to lead the effort in establishing a strong international coalition. https://berniesanders.com/press-release/sanders-ramadi-a-model-for-destroying-isis/
realDonaldTrump,"Democrats in Congress must return from their Vacations and change the Immigration Laws, or the Border, despite the great job being done by Border Patrol, will only get worse. Big sections of Wall now being built!"
BernieSanders,I hope today we defeat Donald Trump and we defeat him badly. http://iwillvote.com
BernieSanders,What’s reckless is turning our backs on the refugees who are fleeing Syria and Afghanistan. #GOPDebate
BernieSanders,All Americans should be sickened by the video of Laquan McDonald’s murder. https://berniesanders.com/press-release/sanders-statement-laquan-mcdonald/
